epoch,pages,accesses,mean_unique_words,p_le_4,p_le_8,p_le_16,p_le_32,p_le_48
350,532130,10000000,12.620623,0.356544,0.497531,0.733509,0.920955,0.959841
351,522416,10000000,12.536620,0.371581,0.507433,0.768248,0.919338,0.939336
352,532461,10000000,12.680151,0.357553,0.498181,0.720363,0.922342,0.959009
353,524847,10000001,12.587926,0.370531,0.505463,0.759301,0.921249,0.938849
354,524394,10000000,12.460312,0.373050,0.507588,0.771393,0.919980,0.940821
355,521952,10000001,12.557582,0.377142,0.508807,0.778190,0.917927,0.933636
356,535193,10000000,12.585994,0.357852,0.499478,0.718184,0.923626,0.963441
357,531236,10000001,12.579496,0.367038,0.501540,0.737971,0.922010,0.949847
358,534655,10000000,12.629277,0.362183,0.499436,0.721987,0.923637,0.956767
359,537090,10000000,12.627007,0.361334,0.499471,0.712946,0.924687,0.961934
360,530225,10000000,12.472973,0.375086,0.504054,0.755262,0.920470,0.947145
361,532988,10000000,12.484517,0.373342,0.503790,0.744638,0.923730,0.949322
362,534250,10000000,12.562924,0.372730,0.503088,0.735824,0.923485,0.948956
363,537857,10000000,12.511725,0.371463,0.502667,0.725051,0.924956,0.957955
364,536406,10000000,12.547388,0.375082,0.504221,0.729095,0.925325,0.949795
365,537808,10000000,12.540269,0.375082,0.504113,0.724394,0.924555,0.954634
366,535078,10000000,12.489301,0.383781,0.505162,0.747719,0.924019,0.943092
367,542172,10000000,12.464414,0.375966,0.506645,0.704634,0.928181,0.963493
368,493021,10000000,11.763424,0.323161,0.606530,0.869302,0.911036,0.915129
369,421455,10000000,11.983564,0.426577,0.706915,0.857714,0.888085,0.893751
370,431194,10000000,12.392025,0.408118,0.692853,0.852210,0.885235,0.891010
371,423334,10000000,12.297198,0.424636,0.703723,0.851843,0.882136,0.888882
372,425423,10000000,12.440378,0.418391,0.699962,0.851731,0.882284,0.886967
373,375432,10000000,13.026756,0.520619,0.738501,0.832041,0.856453,0.863629
374,244679,10000000,18.906367,0.559868,0.661340,0.713171,0.741854,0.754233
375,237984,10000000,18.836989,0.564458,0.663528,0.714779,0.742747,0.754105
376,245276,10000000,17.976325,0.566517,0.671778,0.726447,0.756882,0.770479
377,258693,10000000,18.592069,0.549988,0.660192,0.718717,0.749958,0.762750
378,250259,10000000,17.937800,0.563300,0.670853,0.727930,0.758854,0.771641
379,245691,10000000,18.248678,0.562149,0.668136,0.722818,0.752527,0.765852
380,251958,10000000,17.655597,0.564578,0.674632,0.733388,0.764552,0.778336
381,233457,10000000,19.239834,0.563478,0.659453,0.708687,0.736405,0.747384
382,254177,10000000,17.472368,0.564670,0.676560,0.736920,0.768712,0.781562
383,243129,10000000,18.754283,0.560192,0.663129,0.714863,0.744054,0.756072
384,241559,10000000,18.690701,0.562463,0.664417,0.716620,0.746033,0.758121
385,239946,10000000,19.280271,0.556438,0.656931,0.708189,0.736882,0.749235
386,250453,10000000,17.857151,0.562153,0.671946,0.729774,0.760446,0.773962
387,239538,10000000,18.492390,0.562909,0.664383,0.716980,0.746491,0.760301
388,238639,10000000,19.093128,0.558873,0.658547,0.709871,0.738475,0.749949
389,242651,10000000,18.319879,0.563381,0.666731,0.720005,0.749661,0.764044
390,252415,10000000,17.400622,0.562383,0.675241,0.734069,0.765921,0.781744
391,251241,10000000,18.271297,0.559618,0.667093,0.723457,0.753496,0.766021
392,260882,10000000,17.248990,0.559015,0.676302,0.740277,0.773323,0.786976
393,249655,10000000,18.418510,0.557766,0.662098,0.716465,0.746166,0.762436
394,241130,10000000,18.791594,0.562618,0.662709,0.714967,0.744627,0.756982
395,239103,10000000,19.226116,0.555351,0.653902,0.706415,0.735465,0.748284
396,211349,10000000,19.595664,0.551320,0.618905,0.659800,0.719246,0.768658
397,189353,10000001,20.345355,0.567786,0.639314,0.678114,0.704684,0.720775
398,184483,10000000,20.594960,0.568285,0.636552,0.674317,0.701170,0.716700
399,175740,10000000,21.111830,0.567389,0.631518,0.667947,0.693405,0.707653
400,181177,10000001,20.742285,0.569719,0.636488,0.674098,0.700724,0.713689
401,188314,10000001,21.040135,0.563729,0.633745,0.672419,0.698716,0.710112
402,180619,10000001,20.399875,0.571086,0.637231,0.673440,0.699328,0.719365
403,182894,10000001,20.181805,0.573529,0.641005,0.678726,0.706185,0.727214
404,179920,10000001,21.140251,0.568664,0.632503,0.667452,0.694031,0.711444
405,162802,10000000,22.622007,0.558329,0.612757,0.644968,0.667265,0.680747
406,194098,10000000,19.387510,0.574880,0.650584,0.692341,0.720981,0.738189
407,170312,10000000,21.831779,0.560031,0.618348,0.651487,0.675366,0.696393
408,184535,10000000,19.970027,0.573745,0.643759,0.681415,0.707833,0.727970
409,180161,10000001,20.818351,0.572599,0.636753,0.673004,0.698331,0.710725
410,191879,10000000,19.452759,0.577411,0.651150,0.691358,0.718484,0.738132
411,177863,10000000,20.802213,0.566115,0.630755,0.666558,0.692544,0.714814
412,179589,10000000,21.410120,0.563620,0.626352,0.661956,0.685615,0.701647
413,187011,10000000,20.330804,0.568763,0.637850,0.676527,0.703643,0.724091
414,181666,10000000,20.597586,0.569022,0.636388,0.674210,0.700417,0.716166
415,168857,10000000,22.516348,0.554836,0.613057,0.645984,0.669898,0.684946
416,184400,10000000,20.982598,0.567272,0.633682,0.670803,0.697522,0.711594
417,176586,10000000,21.877691,0.557649,0.618764,0.653982,0.678010,0.693764
418,177551,10000000,21.082190,0.568316,0.631526,0.667588,0.693187,0.708985
419,205228,10000000,18.629553,0.574619,0.659856,0.706215,0.736902,0.754765
420,192019,10000000,20.403887,0.564106,0.638531,0.679266,0.706789,0.723996
421,182819,10000001,20.883650,0.566161,0.634398,0.672879,0.699244,0.712847
422,189131,10000000,20.091323,0.570842,0.645457,0.684859,0.712131,0.726407
423,172862,10000000,21.306325,0.564618,0.628056,0.663622,0.689081,0.703550
424,170082,10000001,20.967886,0.570002,0.631966,0.667178,0.692913,0.707670
425,184475,10000000,21.361252,0.560558,0.628020,0.666101,0.693292,0.705185
426,175882,10000001,21.796477,0.559693,0.622019,0.657793,0.682662,0.694676
427,199931,10000000,18.600762,0.577804,0.658837,0.703513,0.734438,0.753545
428,174669,10000000,21.617099,0.563323,0.624936,0.660793,0.686630,0.701275
429,182318,10000000,20.057328,0.576136,0.645257,0.684990,0.712118,0.725600
430,174765,10000000,20.761314,0.567911,0.632220,0.668824,0.695242,0.716848
431,190821,10000001,19.621085,0.573454,0.650227,0.691381,0.719695,0.735684
432,189934,10000001,19.657913,0.570424,0.645308,0.685991,0.714464,0.734350
433,173451,10000000,21.482153,0.559190,0.619120,0.653862,0.680192,0.702083
434,175310,10000000,21.859055,0.558417,0.620826,0.656591,0.682038,0.694130
435,176286,10000000,27.617627,0.471762,0.522685,0.556289,0.581300,0.600189
436,137302,10000000,63.990517,0.000087,0.000117,0.000131,0.000138,0.000182
437,109776,10000000,63.989050,0.000091,0.000109,0.000155,0.000191,0.000210
438,406899,10000000,13.639232,0.586647,0.785047,0.826235,0.834915,0.838304
439,517506,10000001,12.549843,0.367176,0.508765,0.794174,0.908931,0.930923
440,517617,10000001,12.546472,0.368382,0.509106,0.785648,0.913465,0.935777
441,516812,10000000,12.732508,0.370013,0.512066,0.788254,0.909816,0.924911
442,519839,10000000,12.669436,0.367308,0.507551,0.777021,0.915285,0.930311
443,522958,10000001,12.559684,0.365767,0.502539,0.766610,0.917318,0.942814
444,522924,10000000,12.459868,0.367262,0.504351,0.769699,0.917839,0.945417
445,516279,10000001,12.518510,0.376116,0.514086,0.793999,0.915098,0.928374
446,519668,10000000,12.541236,0.373452,0.510210,0.784002,0.917136,0.932145
447,524603,10000000,12.555315,0.367261,0.502801,0.763272,0.919663,0.941826
448,523274,10000001,12.495968,0.371368,0.507363,0.773107,0.919700,0.937400
449,528425,10000000,12.716075,0.364547,0.500605,0.743254,0.920237,0.944170
450,523956,10000000,12.575810,0.372596,0.506084,0.764102,0.919257,0.935453
451,525009,10000000,12.518324,0.371578,0.504991,0.763560,0.921407,0.939691
452,526263,10000000,12.571102,0.371267,0.504461,0.763286,0.919880,0.938656
453,530224,10000000,12.609571,0.367135,0.500892,0.743618,0.919781,0.950666
454,526927,10000000,12.674610,0.371687,0.503482,0.757038,0.919856,0.936752
455,534800,10000000,12.696320,0.363302,0.498575,0.728334,0.920510,0.954162
456,531063,10000000,12.564509,0.370410,0.502677,0.746659,0.921813,0.945238
457,533133,10000000,12.566947,0.369763,0.500819,0.737769,0.922505,0.950594
458,529777,10000000,12.503436,0.376332,0.503861,0.755274,0.920689,0.944822
459,531567,10000000,12.498532,0.375351,0.504341,0.751111,0.923511,0.944940
460,530969,10000001,12.479011,0.377802,0.505314,0.753106,0.923201,0.943083
461,538059,10000000,12.557024,0.372097,0.502646,0.720899,0.925525,0.955970
462,540414,10000000,12.588186,0.370699,0.502807,0.710453,0.924972,0.960114
463,531581,10000000,12.472032,0.385548,0.505947,0.764303,0.921876,0.937724
464,535030,10000000,12.414917,0.386096,0.505744,0.757903,0.923352,0.944513
465,539574,10000000,12.559816,0.380691,0.506414,0.720216,0.925869,0.950767
466,439810,10000000,12.083695,0.396130,0.709745,0.863064,0.887201,0.892751
467,392873,10000000,12.522622,0.490176,0.739300,0.849921,0.871152,0.875675
468,418575,10000000,12.385642,0.435499,0.708693,0.850447,0.880413,0.886286
469,394882,10000000,12.527249,0.482985,0.734901,0.847924,0.870037,0.875170
470,404500,10000000,12.535372,0.465703,0.725790,0.847708,0.871956,0.878311
471,405608,10000000,12.364539,0.461184,0.724793,0.851048,0.876272,0.881245
472,382713,10000001,12.916070,0.503725,0.729466,0.835634,0.862599,0.869129
473,335490,10000001,14.164547,0.522466,0.696930,0.799186,0.837101,0.848371
474,320135,10000000,14.643013,0.538154,0.701095,0.792506,0.825992,0.836488
475,324015,10000000,14.856161,0.534500,0.695243,0.788936,0.822508,0.832381
476,330523,10000000,14.510818,0.525050,0.694959,0.793421,0.829888,0.841391
477,308221,10000000,14.961479,0.544671,0.699336,0.785044,0.817997,0.828571
478,218071,10000000,20.826923,0.552935,0.634459,0.679325,0.708535,0.721316
479,221276,10000000,20.806906,0.551022,0.634072,0.678686,0.708256,0.721393
480,207909,10000000,21.812654,0.545556,0.620435,0.661313,0.688585,0.701057
481,210665,10000000,20.818665,0.552555,0.632725,0.676567,0.706031,0.720808
482,241899,10000000,19.153374,0.548266,0.647088,0.704170,0.738821,0.753934
483,218944,10000000,20.894019,0.547432,0.631910,0.677274,0.707354,0.721627
484,219669,10000000,20.367872,0.550865,0.634987,0.682500,0.712413,0.726916
485,214027,10000000,20.761292,0.554584,0.635336,0.678396,0.707827,0.722558
486,215162,10000000,20.195434,0.557124,0.640573,0.686255,0.717129,0.730947
487,215427,10000000,21.272784,0.547703,0.627085,0.670766,0.700562,0.713880
488,211935,10000000,20.913672,0.553995,0.633156,0.677552,0.706452,0.719291
489,228983,10000000,19.347345,0.557544,0.649406,0.700816,0.734260,0.748610
490,220985,10000000,20.429979,0.552857,0.636740,0.683983,0.714809,0.729276
491,222472,10000000,19.573645,0.560430,0.648954,0.698569,0.730123,0.743936
492,222329,10000000,19.824575,0.553913,0.642008,0.690562,0.721813,0.738212
493,190600,10000000,23.166621,0.532571,0.585420,0.615955,0.646674,0.694265
494,169283,10000000,21.911096,0.560901,0.618845,0.651471,0.675313,0.690784
495,162724,10000000,22.671524,0.554522,0.607181,0.639015,0.661199,0.677147
496,169373,10000001,21.563041,0.565450,0.624497,0.658045,0.682411,0.697644
497,182245,10000001,20.794617,0.572164,0.638185,0.675003,0.700562,0.713046
498,165185,10000000,23.086182,0.549880,0.602585,0.633357,0.656010,0.671368
499,178087,10000001,20.860737,0.573181,0.638171,0.673609,0.699798,0.713612
500,186239,10000000,20.749811,0.568162,0.633546,0.669113,0.694624,0.713696
501,167208,10000000,22.075122,0.564291,0.619767,0.653037,0.676116,0.689447
502,173540,10000001,21.643218,0.567823,0.626685,0.660240,0.684177,0.696652
503,169409,10000001,21.992037,0.562284,0.620067,0.653495,0.676812,0.693310
504,177536,10000000,20.989811,0.567350,0.628430,0.662395,0.687404,0.714886
505,180403,10000000,20.471611,0.573194,0.640350,0.676386,0.702172,0.720082
506,166509,10000000,22.244816,0.559754,0.615042,0.646391,0.669255,0.686594
507,176193,10000001,21.202471,0.567821,0.629310,0.663613,0.689329,0.707786
508,169476,10000000,22.188127,0.559666,0.615479,0.647691,0.670962,0.688587
509,167308,10000000,22.630669,0.558730,0.612798,0.644416,0.668270,0.684432
510,183752,10000000,20.442477,0.573833,0.640652,0.677206,0.703443,0.720041
511,198255,10000000,19.983864,0.572616,0.644801,0.685097,0.713309,0.732345
512,180638,10000000,20.585696,0.574292,0.638863,0.675334,0.702576,0.722528
513,183985,10000000,20.549670,0.569144,0.636965,0.674115,0.700775,0.717292
514,184296,10000000,20.816236,0.568357,0.636178,0.673379,0.699440,0.712332
515,167367,10000000,21.538153,0.567645,0.624042,0.656127,0.680857,0.696947
516,165630,10000000,22.203834,0.560412,0.615118,0.646930,0.671255,0.686265
517,171982,10000000,22.573391,0.554384,0.611779,0.644637,0.669070,0.685083
518,184485,10000001,20.006358,0.578746,0.647901,0.686132,0.712817,0.730845
519,176676,10000000,21.579411,0.562136,0.624363,0.658669,0.683647,0.700435
520,172716,10000000,21.842238,0.563908,0.623538,0.657050,0.680939,0.692385
521,179270,10000000,21.282585,0.565465,0.628504,0.663424,0.687957,0.701250
522,188579,10000000,20.742612,0.565588,0.634784,0.672965,0.699351,0.716289
523,153364,10000001,23.478998,0.552822,0.599743,0.627840,0.649351,0.664035
524,187898,10000001,20.181604,0.569995,0.638527,0.675116,0.702541,0.731663
525,175519,10000000,20.884258,0.571984,0.634011,0.667916,0.693190,0.712100
526,176329,10000000,21.598381,0.563679,0.625944,0.661343,0.686898,0.700429
527,171863,10000000,22.099603,0.554180,0.612895,0.645729,0.669935,0.691289
528,157634,10000000,23.009928,0.555413,0.605523,0.635345,0.657510,0.675876
529,167069,10000001,22.153481,0.558721,0.614255,0.647373,0.671142,0.687692
530,178471,10000001,21.984888,0.559508,0.621748,0.656381,0.682144,0.695564
531,179062,10000000,20.477516,0.576387,0.641191,0.677291,0.703170,0.720253
532,177255,10000000,21.472658,0.561468,0.620874,0.655570,0.680765,0.705086
533,190479,10000000,20.531513,0.568210,0.637687,0.675114,0.700833,0.720373
534,172751,10000000,21.945008,0.560686,0.621432,0.654728,0.678555,0.690763
535,169809,10000001,21.579887,0.565135,0.623306,0.656997,0.681371,0.697154
536,175812,10000000,20.880395,0.572543,0.633830,0.668936,0.694281,0.707881
537,157348,10000000,23.149045,0.550271,0.599753,0.629109,0.652890,0.672891
538,179067,10000001,20.827679,0.571306,0.635656,0.671185,0.698085,0.718318
539,178017,10000000,21.595612,0.558761,0.617840,0.651623,0.676537,0.703219
540,171764,10000000,20.881122,0.573787,0.633282,0.666397,0.691513,0.713112
541,168938,10000001,21.856811,0.563941,0.622353,0.655116,0.678687,0.693420
542,177676,10000001,21.018652,0.572385,0.636225,0.671790,0.697455,0.711205
543,172652,10000001,21.606909,0.564621,0.626474,0.660583,0.685512,0.699627
544,188283,10000000,19.749207,0.581486,0.652943,0.691719,0.719130,0.734230
545,181260,10000000,20.876079,0.568973,0.633499,0.669304,0.695073,0.715243
546,189426,10000000,20.406248,0.571395,0.641934,0.680070,0.707115,0.722562
547,165771,10000001,22.021427,0.566179,0.621502,0.653643,0.676608,0.689620
548,164829,10000000,22.224275,0.556182,0.609917,0.641368,0.664671,0.684230
549,180436,10000000,20.963577,0.566567,0.629974,0.664834,0.691209,0.712652
550,177373,10000000,21.215072,0.569190,0.632413,0.667277,0.691920,0.706844
551,171245,10000001,21.940144,0.560133,0.619475,0.652439,0.677404,0.697848
552,182722,10000001,21.023834,0.568881,0.632858,0.668814,0.693770,0.709520
553,176166,10000000,21.763581,0.564984,0.624894,0.658651,0.683287,0.697036
554,174100,10000000,21.761465,0.559833,0.617932,0.651206,0.675612,0.697570
555,170662,10000000,22.203959,0.556087,0.613546,0.646383,0.670143,0.691964
556,170014,10000001,21.901296,0.563407,0.621678,0.654928,0.678850,0.696684
557,163422,10000000,22.807480,0.557918,0.611380,0.642570,0.665486,0.678593
558,172126,10000000,20.643836,0.574695,0.636714,0.670921,0.695653,0.711787
559,169732,10000000,21.587538,0.568755,0.625645,0.658450,0.682122,0.696492
560,193619,10000000,19.823561,0.573570,0.647168,0.687329,0.715002,0.731865
561,180987,10000000,20.568936,0.574505,0.640748,0.676358,0.702189,0.716532
562,183487,10000001,21.087058,0.565277,0.632546,0.669661,0.695602,0.708295
563,181993,10000001,20.517091,0.572577,0.639096,0.676548,0.702972,0.721171
564,162984,10000000,22.632265,0.557564,0.611201,0.642315,0.665108,0.679545
565,171935,10000000,22.193759,0.560788,0.618606,0.651799,0.675587,0.688016
566,165673,10000000,23.404339,0.544905,0.596947,0.627127,0.649364,0.668147
567,166358,10000000,23.196792,0.546075,0.598408,0.628957,0.651595,0.670656
568,184614,10000000,20.712546,0.565992,0.632466,0.668400,0.694205,0.716007
569,178308,10000000,20.962486,0.570317,0.634273,0.669117,0.694590,0.708639
570,162418,10000001,23.036942,0.554643,0.606072,0.636561,0.658184,0.670517
571,159328,10000001,24.126236,0.542365,0.591189,0.619100,0.640051,0.654424
572,165813,10000000,23.395886,0.546169,0.599115,0.629860,0.651879,0.665563
573,164877,10000001,22.346003,0.556815,0.611341,0.642800,0.668104,0.690836
574,161801,10000000,23.003133,0.556103,0.609576,0.640404,0.662320,0.676627
575,157598,10000000,22.715155,0.556771,0.608149,0.637901,0.659691,0.678048
576,174503,10000000,21.587222,0.559916,0.621004,0.654527,0.678791,0.700739
577,163507,10000000,22.433902,0.562233,0.616114,0.646572,0.669598,0.683457
578,184122,10000000,20.507750,0.573783,0.640988,0.677806,0.702963,0.718399
579,170534,10000001,21.640072,0.564450,0.622304,0.654110,0.677630,0.697298
580,153032,10000000,23.707885,0.549343,0.596352,0.624418,0.646584,0.662430
581,167026,10000000,23.249752,0.547825,0.601206,0.631489,0.653683,0.669620
582,170873,10000001,22.051371,0.564554,0.622222,0.654603,0.677936,0.689980
583,152502,10000001,23.522439,0.550353,0.598150,0.626589,0.647657,0.661663
584,168858,10000000,21.723922,0.568300,0.625502,0.657215,0.680619,0.695839
585,163253,10000001,22.476316,0.561656,0.614470,0.645397,0.668080,0.690756
586,172885,10000000,21.597067,0.563213,0.618984,0.651618,0.677473,0.705614
587,179094,10000000,21.338565,0.568048,0.632048,0.666304,0.691112,0.704669
588,174870,10000000,21.695608,0.560245,0.619780,0.652839,0.677355,0.700635
589,144238,10000000,26.549072,0.512979,0.551131,0.575618,0.593859,0.614325
590,167876,10000001,21.680967,0.562826,0.621036,0.652791,0.677446,0.700362
591,170563,10000000,21.982312,0.559265,0.616007,0.647978,0.671676,0.695426
592,184201,10000000,20.149435,0.572581,0.641918,0.679524,0.705588,0.726494
593,163373,10000000,22.969658,0.558813,0.610921,0.641538,0.663904,0.676464
594,159275,10000000,23.965136,0.542671,0.593502,0.622615,0.644665,0.657536
595,167858,10000001,22.019415,0.560849,0.618743,0.651306,0.675857,0.695773
596,168299,10000000,21.645518,0.565274,0.624442,0.657051,0.680622,0.694704
597,168550,10000000,22.255491,0.560154,0.617621,0.648977,0.672151,0.686758
598,180484,10000000,20.657111,0.573491,0.639830,0.676802,0.703193,0.715199
599,163461,10000000,22.581949,0.557020,0.610794,0.641866,0.663473,0.676938
600,172361,10000000,21.961871,0.562587,0.621161,0.654040,0.677642,0.689744
601,176211,10000000,21.195516,0.566208,0.627526,0.662047,0.686802,0.708372
602,168644,10000000,21.708344,0.564532,0.622596,0.654835,0.678453,0.693609
603,162898,10000001,23.606367,0.547975,0.599087,0.629418,0.652200,0.664864
604,160627,10000000,22.871628,0.558829,0.612008,0.642569,0.664982,0.676406
605,157571,10000000,23.394032,0.548845,0.598372,0.626917,0.648006,0.666944
606,159781,10000000,24.009795,0.540465,0.588180,0.616838,0.638774,0.655510
607,185514,10000001,20.826806,0.567601,0.634599,0.671152,0.697473,0.715121
608,177021,10000000,20.426836,0.574028,0.637879,0.673592,0.699567,0.720672
609,176161,10000000,21.276872,0.567311,0.630991,0.665533,0.690403,0.704271
610,170788,10000001,21.478066,0.563178,0.623791,0.657898,0.682495,0.701560
611,173095,10000000,22.234969,0.555152,0.612750,0.646304,0.671828,0.692787
612,161728,10000000,22.837548,0.557108,0.608472,0.639327,0.662575,0.675158
613,184429,10000000,19.841294,0.575072,0.644579,0.682019,0.709216,0.732575
614,168994,10000000,22.258453,0.558026,0.614229,0.645520,0.671509,0.693119
615,176548,10000001,20.879342,0.572858,0.637294,0.672508,0.698173,0.716089
616,172180,10000000,22.288117,0.557213,0.613056,0.645057,0.668219,0.688129
617,192675,10000000,19.736302,0.575363,0.648616,0.687946,0.715293,0.734361
618,175489,10000000,21.625367,0.562833,0.625298,0.658970,0.682436,0.695787
619,162573,10000001,22.850166,0.557251,0.611196,0.642376,0.664366,0.677234
620,161388,10000000,22.557854,0.556968,0.610838,0.641826,0.666592,0.683273
621,160416,10000000,23.731430,0.545045,0.594367,0.623230,0.644817,0.660003
622,172126,10000000,22.077931,0.558579,0.614515,0.646724,0.670172,0.686944
623,174602,10000000,21.726750,0.567794,0.627312,0.661081,0.684780,0.696453
624,155232,10000001,23.340072,0.548018,0.596578,0.625187,0.646104,0.668052
625,183819,10000000,20.517455,0.572112,0.640141,0.677286,0.703790,0.717314
626,173202,10000000,21.201961,0.572574,0.631673,0.664906,0.688999,0.703958
627,188164,10000000,21.042102,0.564779,0.631199,0.668257,0.693852,0.709041
628,180095,10000000,20.684400,0.573930,0.638041,0.673345,0.698887,0.713401
629,168734,10000000,22.410190,0.556651,0.612354,0.645246,0.667536,0.683194
630,178168,10000000,21.309348,0.568233,0.631354,0.666259,0.691050,0.704897
631,193982,10000000,20.574414,0.566831,0.637466,0.675722,0.703426,0.722541
632,166258,10000000,22.327858,0.559823,0.615104,0.646333,0.670139,0.684400
633,179125,10000000,20.889608,0.567503,0.632676,0.668355,0.694096,0.713703
634,169753,10000000,22.476516,0.559260,0.615200,0.647064,0.670132,0.683169
635,156321,10000000,24.448903,0.535929,0.582366,0.610897,0.631975,0.645755
636,173104,10000000,22.284910,0.559843,0.618310,0.651337,0.675005,0.686293
637,181639,10000001,20.975182,0.568661,0.633520,0.668893,0.693997,0.707678
638,172049,10000000,22.027143,0.557859,0.617423,0.651407,0.677115,0.695924
639,180894,10000000,20.505699,0.571163,0.637025,0.673604,0.701660,0.723142
640,171735,10000000,22.147902,0.559304,0.618202,0.651690,0.675640,0.689906
641,178616,10000000,21.075883,0.566142,0.629552,0.665075,0.690963,0.709113
642,195722,10000000,19.131350,0.579598,0.657346,0.700325,0.729049,0.742722
643,185828,10000001,20.207159,0.575570,0.642756,0.680506,0.707886,0.723642
644,186895,10000000,28.468959,0.455058,0.507574,0.541657,0.566912,0.589069
645,132103,10000000,63.989228,0.000091,0.000121,0.000151,0.000182,0.000204
646,107955,10000000,63.988940,0.000102,0.000120,0.000139,0.000167,0.000222
647,437617,10000000,13.050775,0.498939,0.753652,0.840043,0.855650,0.862613
648,528883,10000000,12.832572,0.356795,0.494276,0.745324,0.908140,0.953857
649,521919,10000000,12.780807,0.364108,0.502603,0.760731,0.912757,0.938282
650,526607,10000000,12.717938,0.358111,0.499088,0.740697,0.916509,0.952688
651,527816,10000000,12.655092,0.360110,0.499060,0.740955,0.917909,0.954103
652,527404,10000000,12.690920,0.361526,0.499903,0.738256,0.919305,0.949030
653,524770,10000000,12.718688,0.366538,0.502769,0.754294,0.919774,0.937584
654,525050,10000000,12.680032,0.366870,0.502996,0.751527,0.920141,0.942474
655,531084,10000001,12.718931,0.358058,0.497332,0.723394,0.921156,0.957816
656,529733,10000000,12.685534,0.362628,0.500339,0.731253,0.921138,0.951849
657,526892,10000000,12.668642,0.366496,0.502545,0.743634,0.921678,0.945095
658,528766,10000000,12.578954,0.366205,0.502657,0.738397,0.921723,0.952633
659,531336,10000001,12.655762,0.363459,0.499718,0.729792,0.920779,0.953826
660,528144,10000000,12.569212,0.369623,0.502369,0.746516,0.921391,0.946426
661,532000,10000000,12.690011,0.364130,0.500767,0.725635,0.922158,0.952429
662,531454,10000000,12.596674,0.367460,0.501259,0.733339,0.922746,0.950948
663,531903,10000000,12.634217,0.367535,0.500776,0.730415,0.922225,0.950369
664,528825,10000000,12.522825,0.374961,0.505131,0.751717,0.921579,0.941862
665,534237,10000000,12.567434,0.368763,0.502417,0.734680,0.923927,0.951016
666,536105,10000000,12.667224,0.370638,0.501417,0.727981,0.921601,0.953138
667,533850,10000000,12.539884,0.374210,0.503209,0.738389,0.922465,0.950488
668,538941,10000001,12.527147,0.370330,0.502461,0.717630,0.925354,0.961610
669,534975,10000000,12.505908,0.377823,0.504956,0.737891,0.924286,0.947622
670,536081,10000000,12.572596,0.379004,0.503769,0.735159,0.923808,0.948929
671,540657,10000000,12.556798,0.376570,0.505126,0.712315,0.925637,0.956301
672,540653,10000000,12.476283,0.379526,0.506904,0.717196,0.926315,0.956996
673,468946,10000000,11.817269,0.358269,0.668783,0.873431,0.898428,0.902601
674,421768,10000000,12.176038,0.428918,0.705630,0.854342,0.885511,0.891364
675,402417,10000000,12.606296,0.467455,0.727837,0.847178,0.870050,0.876320
676,403381,10000000,12.457295,0.465654,0.726958,0.850816,0.875106,0.880163
677,410957,10000001,12.267785,0.448976,0.719396,0.854004,0.881309,0.887482
678,396575,10000000,12.935795,0.480751,0.731597,0.841412,0.862336,0.867339
679,376813,10000000,12.979077,0.506222,0.722334,0.830019,0.861114,0.869118
680,338722,10000000,14.246370,0.520137,0.695187,0.798020,0.834894,0.846709
681,311364,10000000,14.936345,0.543412,0.703228,0.789956,0.821010,0.829862
682,314001,10000000,14.788335,0.542753,0.703033,0.792335,0.823571,0.832523
683,312235,10000000,15.160898,0.543651,0.699185,0.783666,0.814313,0.823742
684,299188,10000000,15.853219,0.550694,0.693083,0.770546,0.800831,0.810631
685,261575,10000000,17.742670,0.553730,0.665886,0.730808,0.766644,0.779719
686,257831,10000000,17.449248,0.557757,0.669590,0.733989,0.769318,0.783036
687,280184,10000000,16.533785,0.549803,0.672094,0.748508,0.789017,0.803861
688,242048,10000000,18.167884,0.567317,0.666682,0.721539,0.753789,0.767422
689,227371,10000000,20.391272,0.553751,0.639976,0.686358,0.715944,0.730436
690,216991,10000000,20.052334,0.563097,0.645488,0.688936,0.717924,0.732818
691,214312,10000000,21.440568,0.549997,0.627492,0.669552,0.696849,0.709718
692,233968,10000000,19.181115,0.559679,0.653316,0.704327,0.736904,0.751855
693,197758,10000000,22.782386,0.544863,0.609669,0.644277,0.669879,0.684933
694,207614,10000000,20.947715,0.558349,0.633787,0.675007,0.703276,0.716363
695,211824,10000000,21.412092,0.551760,0.626733,0.667172,0.694888,0.708201
696,203701,10000000,22.140598,0.547538,0.618122,0.656084,0.682363,0.694488
697,221757,10000000,20.603922,0.554300,0.637887,0.683086,0.712487,0.725957
698,212623,10000000,21.247650,0.551620,0.627848,0.669010,0.696510,0.710055
699,207963,10000000,20.789241,0.558032,0.635281,0.677548,0.706804,0.720970
700,214888,10000000,20.768773,0.553172,0.634340,0.678190,0.707210,0.721674
701,211999,10000000,21.103458,0.554253,0.631069,0.672395,0.700749,0.714305
702,158931,10000001,22.675916,0.507082,0.555807,0.623856,0.681377,0.699115
703,156637,10000000,23.522163,0.545727,0.592753,0.620160,0.641936,0.667671
704,153912,10000000,24.890834,0.537327,0.582047,0.608289,0.627527,0.639989
705,171019,10000000,21.743859,0.571182,0.628439,0.659406,0.681831,0.694876
706,162494,10000001,22.823169,0.554765,0.606447,0.635463,0.657021,0.677133
